Title,Actual Price,Description,Available Colors
IZOD Premium Linen Big and Tall Mens Classic Fit Short Sleeve Plaid Button-Down Shirt,$38.99,"A button down that doesn't feel buttoned up. Cut in a classic madras plaid with an easy untucked length, this short sleeve shirt is the perfect addition to your warm weather lineup. The breathable fabric keeps you cool (even on the hottest days) and since it’s machine washable, it’s the perfect throw-on-and-go shirt.
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Fiber Content: 55% Linen, 45% Polyester
Fabric Description: Woven
Collar: Point Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Cornflower Blue"" , ""Twilight Blue"" "
Hanes Ecosmart Mens Straight Sweatpant,$20,"Lounge in comfort while giving back to the earth when wearing this pair of men's Ecosmart sweatpants from Hanes. They are made from soft cotton-fleece with recycled fabric and have an elastic-waistband, side slip pockets, and elastic cuffs.
Front Style: Flat Front
Closure Type: Full Elastic
Fit: Regular Fit
Rise: At Waist
Fiber Content: 50% Cotton, 45% Polyester, 5% Recycled Polyester
Fabric Description: Fleece
Lining: Unlined
Inseam: 32 In
Leg Style: Straight Leg
Care: Tumble Dry
Country of Origin: Imported","""Deeproyal"" , ""Black"" , ""Deepred"" , ""Light Steel"" , ""Navy"" "
adidas Mens Long Sleeve Hoodie,$48.75,"This full-zip hoodie from the adidas men's collection is an off-duty and workout style essential. Made from soft cotton-fleece, this long-sleeve hooded sweatshirt features front slip pockets and the brand's signature stripes and logo. Style it with jogger pants or workout shorts.
Features: Hooded
Closure Type: Zipper
Fit: Regular Fit
Neckline: Hooded Neck
Pockets: 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Apparel Length: 29 Inches
Fiber Content: 78% Cotton, 22% Polyester
Fabric Description: Fleece
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Black"" , ""Medium Grey Htr"" , ""Legend Ink"" , ""Olive Strata"" "
"Cubavera 32"" Inseam Linen Drawstring Mens Regular Fit Flat Front Pant",$55.99,"These versatile men’s pants from Cubavera are crafted from a breathable linen blend fabric to help you stay cool as you move through your day. The material is made with a tight plain weave pattern for impressive durability, while a drawstring waist with an elastic back helps to ensure that the casual men’s pants pull on easily and stay comfortably in place. Pockets at the front and back provide convenient storage space for your essentials.
Front Style: Flat Front
Features: Breathable
Closure Type: Zipper, Elastic Back, Drawstring
Fit: Regular Fit
Pockets: 2 Side Slip Pockets, 2 Back Button Pockets
Rise: At Waist
Fiber Content: 55% Linen, 45% Viscose
Fabric Description: Plain Weave","""Jet Black"" , ""Brilliant White"" , ""Silver Lining"" "
mutual weave Mens Short Sleeve Button-Front Knitted Polo Sweater,$34.99,"This mutual weave men's polo sweater is a stylish transitional layer to don with jeans or pants. Made from a soft recycled cotton-knit, this lightweight textured knit top has a spread collar and short fitted sleeves. Wear it with jeans or chino pants.
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Apparel Length: 27.5 Inches
Fiber Content: 60% Cotton, 40% Recycled Polyester
Fabric Description: Knit
Collar: Spread Collar
Care: Machine Wash, Dry Flat
Country of Origin: Imported","""Cloud Htr"" , ""Denim Htr"" "
Wrangler® Regular Fit Jean,$36.99,"Whether running errands or out on the town, these jeans can handle it all. Constructed with a regular fit through the seat and thigh, straight leg, and a rise that sits jut below the waist for a fit that is easy and simple to wear. Features wrangler® flex fit denim for added comfort and wearability.
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Front Slip Pockets, 1 Front Coin Pocket, 2 Back Slip Pockets
Rise: Mid Rise
Fiber Content: 99% Cotton, 1% Spandex
Fabric Description: Denim
Care: Tumble Dry, Machine Wash
Jean Style: Regular Fit Jeans, Straight Leg Jeans
Country of Origin: Imported","""Blackened Indigo"" , ""Black"" "
J.M. Haggar™ Tailored Fit Double Houndstooth Windowpane Blazer,$120,"Elevate your style with this J. M. Haggar™ Tailored Fit Houndstooth Windowpane Sportcoat. We've designed a jacket that offers stretch and comfort to go about your day with ease. Crafted in 74% Polyester, 23% Viscose & 3% Elastane for stretch and incredible bounce-back recovery. The 2-button closure, notched lapel jacket features side vents, flap front pockets, and a piped interior. This is the perfect addition to keep on rotation.
Front Style: Single Breasted
Features: Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Fiber Content: 74% Polyester, 23% Viscose, 3% Elastane
Lining: Lined","""Medium Grey"" "
J. Ferrar Mens Big and Tall Stretch Fabric Classic Fit Suit Jacket,$220,"Front Style: Single Breasted
Features: Stretch Fabric, Lined
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Inside Button Pocket, 2 Front Flap Pockets, 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Fiber Content: 76% Polyester, 21% Viscose, 3% Elastane
Fabric Description: Twill
Lining: Lined
Lining Material: Polyester
Collar: Notch Lapel
Care: Dry Clean Only
Material: Polyester Blend
Country of Origin: Imported","""New Navy"" "
St. John's Bay Mens Big and Tall Short Sleeve Crew Neck 2-pc. Shorts Pajama Set,$19.99,"Update your comfy summer pajama set with this St. John�s Bay men�s big and tall 2-piece set. Made from soft modal cotton, the set includes a short-sleeve graphic t-shirt with a crew neck, and a pair of printed long shorts with an elastic-drawstring waist.
# Pieces In Set: 2
1st Piece Description: Top
1st Piece Apparel Length: 34 Inches
1st Piece Fabric: Woven
1st Piece Fiber Content: 60% Cotton, 40% Modal
1st Piece Care: Tumble Dry, Machine Wash
2nd Piece Description: Short
2nd Piece Closure Type: Drawstring, Full Elastic
2nd Piece Inseam: 9 In
2nd Piece Apparel Length: 24 Inches
2nd Piece Fabric: Woven","""White Flag"" , ""Navy Fisherman"" , ""Lt Blue Fish"" "
adidas 6 Pair Big and Tall Low Cut Socks Mens,$16.50,"Get a clean look with full protection in our low-cut cushioned socks.
# Pieces In Set: 6 Pair
Features: Cushioned, Cuffed, Stretch Fabric, Multi-Pack, Moisture Wicking
Shoe Size Range: 12-15
Fiber Content: 98% Polyester, 2% Spandex
Fabric Description: Knit
Care: Machine Wash
Country of Origin: Imported","""White"" , ""Black"" "
Big and Tall Mens Crew Neck Short Sleeve Regular Fit Graphic T-Shirt,$19.99,"Dust off the leather pants, grab the vinyl records, and apply the face paint while wearing this officially licensed KISS Men's Big & Tall Crew Neck Short Sleeve Regular Fit Charcoal Heather Graphic T-Shirt! Your favorite classic metal band, KISS, is celebrated on this rocker tee that shows off Gene Simmons, Paul Stanley, Peter Criss, and Ace Frehley in face paint encircled by the iconic quote ""Rock and Roll All Nite"" on the front.
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 50% Polyester, 50% Cotton
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Charcoal Heather"" "
