Title,Actual Price,Description,Available Colors
Stafford Birdseye Signature Coolmax Mens Stretch Fabric Classic Fit Suit Pants,$120,"This men's Coolmax suit pants from Stafford Signature blend style and performance. Designed to wear throughout the seasons, these partially-lined pants are tailored for a classic-fit from a stretch-wool blend with recycled fabric and feature a hook-and-eye with zip closure, belt loops, and pockets at the side and back. Pair it with the matching suit jacket for a complete look.
Front Style: Pleated Front
Features: Partially Lined, Moisture Wicking, Adjustable Waist, Lined, Stretch Fabric
Closure Type: Button W/Hook&eye, Zipper
Fit: Classic Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 51% Wool, 27% Polyester, 20% Recycled Polyester, 2% Lycra Spandex","""Blue Birdseye"" "
Hanes Freshiq Comfortblend Waistband Mens 4 Pack Boxer Briefs,$34,"Hanes® men’s boxer briefs are crafted from stretchable cotton for move-with-you comfort. Built with a ComfortFlex® waistband, the pinch-free style allows you to move freely and easily. FreshIQ™ advanced odor protection eliminates foul odors so you can remain fresh throughout the day. A no-ride-up design and Tagless® interior are just a few reasons to love this flexible style. Available in a convenient 4-pack, giving you even more comfortable options.
# Pieces In Set: 4-Pack
Features: Odor Resistant, Multi-Pack, Tag Free, Comfort Waistband, Fly Front, Shrink Resistant
Fiber Content: 100% Cotton
Fabric Description: Knit
Care: Tumble Dry, Machine Wash
Material: Cotton
Country of Origin: Imported","""Red Green Blue"" , ""Black Gray"" "
U.S. Polo Assn. Stretch Mens Classic Fit Short Sleeve Plaid Button-Down Shirt,$27.99,"For a timeless style essential, try this US Polo Assn. men's plaid short-sleeve button-down. Tailored from stretch-poplin in a classic-fit, this shirt has a chest pocket and the brand's logo embroidered at the front. Team it with your favorite jeans or chinos.
Features: Stretch Fabric, Embroidered
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 66% Cotton, 30% Polyester, 4% Spandex
Fabric Description: Yarn Dyed Woven, Poplin
Collar: Button Down Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""California Yellow"" , ""Beacon Blue"" "
Stafford Coolmax Mens Big and Tall Stretch Fabric Classic Fit Suit Pants,$130,"Constructed with Stafford's Coolmax technology, this pair of men's suit pants from their big and tall collection is designed to keep you cool and comfortable throughout the seasons. This timeless tailored pant is made from a stretch wool-blend in a classic-fit with straight legs and features a hook-and-eye with zip closure and side and back pockets. Wear with the matching suit jacket for a complete look.
Front Style: Pleated Front
Features: Stretch Fabric, Adjustable Waist
Closure Type: Button W/Hook&eye
Fit: Classic Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 51% Wool, 47% Polyester, 2% Spandex
Fabric Description: Woven
Lining: Lined","""Black"" "
Van Heusen Easy-Care Poplin Mens Regular Fit Easy Care Short Sleeve Dress Shirt,$34.99,"Features: Easy Care
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 65% Polyester, 35% Cotton
Fabric Description: Dobby
Collar: Point Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""White"" , ""Lake Blue"" , ""Black"" "
J. Ferrar Mens Ultra Comfort Tux Stretch Fabric Classic Fit Tuxedo Jacket,$149.99,"Suit your special occasion perfectly with this single-breasted men's tuxedo jacket from J. Ferrar. Its cut for a slim-fit from a stretch woven-blend for ultra comfort and mobility and is designed with peak lapels, and multiple pockets to conceal your small essentials. Pair with the matching tuxedo pants and sleek oxfords for a wedding.
Front Style: Single Breasted
Features: Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Inside Slip Pockets, 2 Front Flap Pockets, 1 Inside Button Pocket, 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Fiber Content: 60% Polyester, 33% Rayon, 7% Lycra Spandex
Fabric Description: Woven
Lining: Lined","""Black"" "
Hanes Ultimate Bonus Pack 13 Pair Crew Socks Mens,$19.50,"COMFORT THAT'S MADE TO LAST Experience the ultimate in comfort with these soft and durable men's crew socks from the Hanes Ultimate® collection. A cushioned foot bottom delivers a comfortable fit, while the stretch fabrication allows you to move with ease. You'll appreciate the smooth comfort toe seam and moisture-wicking and odor-control technologies that keep you feeling fresh and cool throughout the day. Hitting at the mid-calf, these men's socks are available in a perfect 12+1 Bonus Pack - giving you 13 pairs for the price of 12.
# Pieces In Set: 13 Pair
Features: Cuffed, Cushioned, Reinforced Heel Support, Stretch Fabric, Bonus Packs, Moisture Wicking, Multi-Pack, Reinforced Toe & Heel
Shoe Size Range: 6-12
Fiber Content: 48% Cotton, 40% Polyester, 10% Rayon, 1% Nylon, 1% Spandex","""Black"" , ""White"" "
Arizona Mens Short Sleeve Polo Shirt,$24,"Crafted from 100% cotton, this Arizona men's short-sleeve polo shirt offers both comfort and style. It's cut for a regular-fit making it great for everyday wear and features a spread collar with a button closure. Style it with jeans, shorts, or khaki pants.
Closure Type: Pullover Head, Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Apparel Length: 28.5 Inches
Fiber Content: 100% Cotton
Fabric Description: Pique
Collar: Spread Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Yoakum Rust"" , ""Seascape"" , ""Dark Java"" , ""Black"" "
Shaquille O'Neal XLG Linen Big and Tall Mens Classic Fit Short Sleeve Geometric Button-Down Shirt,$29.99,"This men's big and tall button-down shirt from Shaquille O'Neal XLG adds a vibrancy and texture to your wardrobe thanks to its abstract pattern. Made from a breathable linen-cotton blend, it's cut for a classic-fit with a spread collar and short sleeves. Wear it with chino shorts or jeans .
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Fiber Content: 55% Linen, 45% Cotton
Fabric Description: Plain Weave
Collar: Spread Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Tan Black Prt"" , ""Green Geo"" , ""Yellow Diamond"" , ""Brown Navy Prt"" "
Haggar® Mens In Motion Classic Fit Blazer,$100,"An undeniable essential, our in-motion classic fit single-breasted blazer allows for comfort without hindering your style. The 100% polyester naturally wicks away moisture keeping you cool and dry while the stretch allows you to move comfortably throughout the day with ease. Pair this with your favorite haggar chino pants.
Front Style: Single Breasted
Features: Moisture Wicking, Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Inside Slip Pocket, 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Fiber Content: 100% Polyester
Lining: Lined
Lining Material: Polyester
Care: Dry Clean Only","""Midnight"" "
