Title,Actual Price,Description,Available Colors
Stafford Hopsack Mens Classic Fit Blazer,$129.99,"Cut for a classic-fit, this men's blazer by Stafford is essential for tailored looks, or pair it with a t-shirt and jeans for a casual style. This single-breasted blazer is made from a stretch wool-blend with a hopsack woven design and has a classic notch lapel with chest, side, and inner pockets.
Front Style: Single Breasted
Features: Stretch Fabric, Interior Pockets
Closure Type: Button
Fit: Classic Fit
Sleeve Length: Long Sleeve
Fiber Content: 52% Wool, 45% Polyester, 3% Lycra Spandex
Fabric Description: Woolen
Collar: Notch Collar
Care: Dry Clean Only
Material: Wool Blend","""Navy"" , ""Black"" , ""Burgundy"" , ""Camel"" , ""Charcoal"" "
Collection By Michael Strahan Mens Modern Fit Suit Jacket,$199.99,"Made from a soft, wool-blend with wrinkle-resistant technology, this men's suit jacket from Collection by Michael Strahan is tailored to keep you comfortable and sharp. It's cut for a modern-fit in a single-breasted design, with peak lapels, multiple pockets, and long sleeves. Wear it with suit pants for a tailored look.
Front Style: Single Breasted
Features: Wrinkle Resistant, Lined
Closure Type: Button
Fit: Modern Fit
Pockets: 1 Inside Slip Pocket, 1 Chest Slip Pocket, 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Fiber Content: 52% Wool, 48% Polyester
Fabric Description: Woven
Lining: Lined","""Blue"" "
Haggar® Cool Right® Straight Fit Pant,$70,"Constructed with the Coolright� technology from Haggar�, this pair of men's golf pants are perfect to swing into tee time. Made from comfortable woven fabric, they are wrinkle-free and have moisture-wicking and quick-dry properties to keep you cool and comfortable on and off the course. This straight-leg pair has a stretch-waistband, a button-zip fly, and side and back pockets.
Front Style: Flat Front
Features: Moisture Wicking, Quick Dry, Stretch Fabric, Easy Care, Comfort Waistband, Shirt Gripper Waistband
Closure Type: Button & Zipper
Fit: Straight Fit
Pockets: 2 Front Slip Pockets, 2 Back Button Pockets
Rise: Mid Rise
Fiber Content: 100% Polyester
Fabric Description: Woven","""Heather Grey"" , ""Black"" , ""Dark Heather Grey"" , ""Brown Heather"" , ""Khaki Heather"" , ""Midnight"" , ""Dark Grey Stria"" , ""String Stria"" , ""Ink Stria"" "
Haggar® Mens Premium Comfort Straight Fit Flat Front Dress Pant,$70,"There is no shortage of comfort here! The Premium Flex waistband in this straight fit flat front pant stretches up to 2"" so you will look and feel your best all day! Thoughtfully designed with comfort and sustainability in mind. Fabric elements consist of 78% Polyester, 22% Recycled Polyester. Haggar uses Repreve® (a brand of recycled polyester supplied by Unifi), made from collecting and melting down post-consumer plastic water bottles and turning them into new fibers.
Front Style: Flat Front
Features: Moisture Wicking, Stretch Fabric, Expandable Waist, Shirt Gripper Waistband
Closure Type: Button W/Hook&eye, Zipper
Fit: Slim Fit
Pockets: 2 Front Slip Pockets, 2 Back Slip Pockets
Rise: At Waist
Fiber Content: 78% Polyester, 22% Recycled Polyester","""Blue"" , ""Black"" , ""Charcoal"" , ""Dk Grey"" , ""Grey"" , ""Medium Khaki"" "
Shaquille O'Neal XLG Big and Tall Solid Blue Mens Stretch Fabric Classic Fit Suit Pants,$90,"Shaquille O'Neal's XLG suit pants from the men's big and tall collection are cut for a classic-fit in a straight silhouette, so they'll pair with your choice of jackets and footwear. They're tailored from a soft, stretch woven-blend and have a flat front, zip-button closure, belt loops, and side and back pockets. Style yours with a blazer, or dress them casually with a t-shirt and sneakers.
Front Style: Flat Front
Features: Stretch Fabric, Fly Front
Closure Type: Zipper, Button
Fit: Regular Fit
Pockets: 2 Side Slip Pockets, 2 Back Button Pockets
Rise: At Waist
Fiber Content: 68% Polyester, 29% Viscose, 3% Elastane
Fabric Description: Woven
Lining: Unlined","""Blue"" "
U.S. Polo Assn. Stripe Mens Classic Fit Short Sleeve Polo Shirt,$29.99,"This U.S. Polo Assn. men's neutral-toned short-sleeve polo shirt is a classy style staple for all your sporting and leisure activities. Cut from cotton-pique in a classic-fit, this striped shirt has a classic spread collar and button closure, complete with the brand's logo embroidered at the front. Team it with shorts or jeans.
Features: Embroidered
Closure Type: Pullover Head, Button
Fit: Classic Fit
Neckline: Y Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Pique
Collar: Spread Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Lt Grey Heather"" , ""Cobalt Heather"" , ""Coral Shell Hthr"" "
Arizona Advance Flex 360 Mens Stretch Fabric Slim Fit Jean,$29.99,"Deemed a Gotta-Have-It item for value you can count on every day! Made with Arizona's Advance Flex 360 technology, this pair of men's slim-fit jeans is made from stretch-cotton denim with recycled fabric and has a button-zip fly and 5-pocket tailoring.
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Front Slip Pockets, 2 Back Slip Pockets, 1 Front Coin Pocket
Rise: At Waist
Fiber Content: 71% Cotton, 19% Repreve Recycled Polyester, 8% Rayon, 2% Spandex
Fabric Description: Denim
Care: Machine Wash, Tumble Dry
Jean Style: Slim Fit Jeans
Country of Origin: Imported","""Lt Atlantic Blue"" "
Hanes Ultimate Comfort Flex Fit Ultra Soft Mens 4 Pack Boxer Briefs,$40,"If you're looking for comfort and performance in men's underwear, look to Hanes Ultimate® Comfort Flex Fit® boxer briefs. The remarkable comfort starts with a breathable, supportive pouch. Knit from Cool Comfort® fabric that wicks away moisture to keep you cool and comfortable; these stretch cotton/modal boxer briefs also feature advanced odor protection technology that fights odor-causing bacteria. And there's even more comfort built in - the Comfort Flex® stretch waistband moves with you while no-ride-up leg bands are designed to stay smoothly in place. Finished with a tag-free interior, these moisture-wicking boxer briefs are available in a convenient assorted 4-pack for stock-up ease.
# Pieces In Set: 4-Pack
Features: Odor Resistant, Breathable, Moisture Wicking, Multi-Pack, Tag Free, Comfort Waistband, Antimicrobial, Fly Front
Fiber Content: 57% Cotton, 38% Modal, 5% Spandex","""Navy Blue Red"" , ""Black Gray Blue"" "
J. Ferrar Ultra Comfort Mens Stretch Fabric Classic Fit Suit Pants,$70,"For an effortlessly tailored look, whether worn with the matching blazer and a t-shirt or a button-down, pull on this pair of men's suit pants by J. Ferrar. Made from a stretch woven-blend with recycled fabric, these dress pants are cut for a slim-fit with a straight-leg. They are complete with a hook-and-eye with a zip closure, belt loops, and side and back pockets.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Button, Zipper
Fit: Classic Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 60% Recycled Polyester, 33% Rayon, 7% Lycra Spandex
Fabric Description: Woven","""Black"" "
Dockers Workday Khaki With Smart 360 Flex Mens Straight Fit Flat Front Pant,$49.99,"Designed for anything, the workday khaki just works, plain and simple. That's because it combines our famous four-way stretch technology with wrinkle-free technology and easy, casual style.
Front Style: Flat Front
Features: Wrinkle Resistant, Stretch Fabric
Closure Type: Button & Zipper
Fit: Straight Fit
Pockets: 2 Front Slip Pockets, 1 Back Button Pocket, 1 Back Slip Pocket
Rise: At Waist
Fiber Content: 92% Cotton, 8% Elastane
Fabric Description: Woven
Inseam: 30 In, 32 In, 34 In, 29 In
Leg Style: Straight Leg
Care: Machine Wash, Tumble Dry","""New British Khaki"" , ""Black"" , ""Dark Pebble"" , ""Safari Beige"" , ""Storm"" , ""Pembroke"" "
Haggar Premium Comfort Dress Pant - Straight Fit Flat Front Big & Tall Pant,$80,"There is no shortage of comfort here! The premium flex waistband in this straight fit flat front pant stretches up to 2"" so you will look and feel your best all day! Thoughtfully designed with comfort and sustainability in mind. Fabric elements consist of 78% polyester, 22% recycled polyester. Haggar uses repreve® (a brand of recycled polyester supplied by unifi), made from collecting and melting down post-consumer plastic water bottles and turning them into new fibers.
Front Style: Flat Front
Features: Fly Front, Moisture Wicking
Closure Type: Hook & Eye, Zipper
Fit: Straight Fit
Pockets: 2 Front Slip Pockets
Rise: Mid Rise
Base Material: 78% Polyester, 22% Recycled Polyester
Fiber Content: 78% Polyester, 22% Recycled Polyester","""Black"" , ""Charcoal"" , ""Medium Khaki"" , ""Blue"" "
Dockers® Big & Tall Classic Fit Easy Khaki Flat Front Pants,$50,"It doesn't get easier than these khakis. Not only are they a total classic you can wear with anything — we updated them with stretch and no wrinkle® technology to keep you looking and feeling good at all times.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Fit: Classic Fit
Pockets: 2 Front Slip Pockets
Rise: At Waist
Fiber Content: 64% Cotton, 34% Polyester, 2% Elastane
Fabric Description: Woven
Leg Style: Straight Leg
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Burma Grey"" , ""Timberwolf"" , ""Black"" , ""Cloud"" "
Xersion 9 Inch Mens Mid Rise Workout Shorts,$21.99,"Whether you're heading to the gym or have an active day ahead of you, these Xersion men's mid-rise workout shorts have you covered. They're made from cotton-knit and feature a regular-fit, a flat front, an elastic-drawstring waist, a mesh insert, a 9-inch inseam, and two side slip pockets.
Front Style: Flat Front
Features: Mesh Insert
Closure Type: Drawstring, Full Elastic
Fit: Regular Fit
Pockets: 2 Side Slip Pockets
Rise: Mid Rise
Short Length: Short Length
Fiber Content: 55% Cotton, 45% Polyester
Fabric Description: Knit, Doubleknit
Inseam: 9 In","""Black"" , ""White"" , ""Heritage Khaki"" , ""Teal Lake"" "
St. John's Bay Extender Mens Big and Tall Stretch Fabric Chino Short,$29.99,"These St. John's Bay men's big and tall mid-rise chino shorts are a smart warm-weather essential. Made from recycled stretch-cotton for a classic-fit, they have a flat-front expandable waist for added comfort and multiple pockets. Style them with a polo shirt or button-down.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric, Expandable Waist
Closure Type: Button, Zipper
Fit: Classic Fit
Pockets: 2 Back Button Pockets, 2 Front Slip Pockets
Rise: Mid Rise
Short Length: Long Length
Fiber Content: 62% Cotton, 36% Recycled Polyester, 2% Spandex
Inseam: 11 In, 10 In
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""British Khaki"" , ""Executive Grey"" , ""Black"" , ""Signature Navy"" "
