Title,Actual Price,Description,Available Colors
Xersion Everultra-Lite Mens Moisture Wicking Lightweight Track Jacket,$24.99,"Cover up for workouts in style with this Xersion EverUltra™ Lite men's lightweight track jacket. Made from a lightweight knit with QuickDri technology and 4-way stretch for all-day comfort, this two-tone jacket has a full zip closure, two pockets, and a hooded neck with a drawstring closure. Style it with a tee and track pants.
Features: Dri Fit, Hooded, Moisture Wicking, Stretch Fabric
Closure Type: Zipper
Fit: Classic Fit
Neckline: Hooded Neck
Pockets: 2 Side Slip Pockets
Sleeve Length: Long Sleeve
Warmth Factor: Lightweight
Apparel Length: 28 Inches
Outerwear Length: Short
Fiber Content: 87% Polyester, 13% Spandex","""Signature Navy"" , ""Black"" "
Levi's® Men's 550™ Relaxed Tapered Fit Jean - Stretch,$59.99,"A comfortable classic, introduced in 1985 and loved ever since. After the '70s were over, things got more relaxed, including Levi's jeans. This pair features extra room throughout with a slight, tailor-like taper at the leg.
Levis Style: 550
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Back Slip Pockets, 2 Front Slip Pockets
Rise: At Waist
Fiber Content: 99% Cotton, 1% Elastane
Fabric Description: Denim
Inseam: 34 In, 32 In, 36 In, 30 In, 29 In
Care: Machine Wash, Tumble Dry
Jean Style: Relaxed Fit Jeans, Tapered Leg Jeans
Country of Origin: Imported","""Cliff"" , ""Feelin Left"" , ""Fremont Cafe"" "
Neff Mens Short Sleeve Mickey Mouse Graphic T-Shirt,$16.80,"Perfect for theme park visits or casual days, this Neff men's Mickey Mouse graphic t-shirt will add some personality to your wardrobe. It's crafted from a jersey cotton-blend for a regular-fit and features a classic crew neckline and short sleeves.
Character: Mickey Mouse
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 60% Cotton, 40% Polyester
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Black"" "
J. Ferrar Mens Slim Classic Fit Sport Coat,$77,"This sport coat from J. Ferrar's men's collection is tailored for a classic-fit from a woven-blend with stretch for added comfort. Its single-breasted design has a classic 2-button closure, a notch lapel and multiple pockets. Wear yours with denim and a t-shirt for a custom casual suit.
Features: Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Chest Slip Pocket, 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Apparel Length: 27 Inches
Fiber Content: 90% Polyester, 6% Rayon, 4% Spandex
Fabric Description: Woven, Doubleknit
Lining: Unlined
Lining Material: Polyester","""Black Ht"" "
Haggar® Mens Stretch Corduroy Classic Fit Pant,$80,"We have improved the conventional corduroy pant by incorporating modern elements like stretch into the fibers. Even more comfortable and flexible than you may imagine, these pants offer the comfort, warmth, and design you expect from Haggar.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Fit: Classic Fit
Pockets: 2 Front Slip Pockets, 2 Back Button Pockets
Rise: At Waist
Fiber Content: 98% Cotton, 2% Spandex
Fabric Description: Corduroy
Inseam: 30 In
Leg Style: Straight Leg
Care: Machine Wash, Tumble Dry","""Dusk"" , ""Brown"" , ""Military Green"" , ""Espresso"" , ""Charcoal"" , ""Dark Grey"" , ""Camel"" , ""Cadet Blue"" , ""Khaki"" "
Stafford Mens Reversible Belt,$34,"Look sleek in this Stafford Reversible Stretch Fabric Belt. The stretch technology provides you with extra comfort and the reversible features allows you to get double the wear. The reversible technology is easy to use, simply pull up the buckle at the hinge and twist to alternate between strap sides. Featuring a silver toned rectangular buckle, 7 round strap holes, a 1 1/4 inch wide strap and a dress style tip shape, this dress belt will be your new go to.
Features: Reversible, Stretch Fabric
Strap Width: 1.25 Inches
Base Material: 95% Bonded Leather, 5% Zinc
Fabric Description: Faux Leather
Belt Width: 1 1/4 In
Care: Spot Clean
Country of Origin: Imported","""Tan Black"" "
Stafford Slim Sweat Repel Mens Slim Fit Long Sleeve Dress Shirt,$44.99,"Made from stretch-cotton sateen, this men's check-patterned Stafford shirt is cut for a slim-fit for a tailored look that's perfect to wear in and out of the office. It's crafted with the brand's Sweat Repel technology that provides comfortable all-day wear and has a spread collar, a chest patch pocket, long sleeves, and button cuffs. Wear it with chinos and loafers.
Closure Type: Button
Fit: Slim Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 32 Inches
Fiber Content: 55% Cotton, 43% Polyester, 2% Lycra Spandex
Fabric Description: Dobby","""Grey Dobby"" "
New!Mens Short Sleeve Deadpool Graphic T-Shirt,$15.99,"Character: Deadpool
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 50% Cotton, 50% Polyester
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Charcoal Heather"" "
Van Heusen Big and Tall Mens Regular Fit Long Sleeve Grid Button-Down Shirt,$34.99,"Features: Stretch Fabric, Wrinkle Resistant
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Long Sleeve
Fiber Content: 65% Cotton, 31% Recycled Polyester, 4% Elastane
Fabric Description: Woven
Collar: Spread Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Insignia Blue Grid"" , ""Ashley Blue"" "
PGA TOUR Mens Short Sleeve Polo Shirt,$37.20,"Features: Moisture Wicking, Uv Protection, Stretch Fabric, Easy Care
Closure Type: Pullover Head, Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 12 Inches
Fiber Content: 100% Polyester
Fabric Description: Interlock
Collar: Spread Collar
Care: Tumble Dry, Machine Wash
Material: Polyester
Country of Origin: Imported","""Iron Gate"" , ""Peacoat"" "
mutual weave Big and Tall Mens Classic Fit Short Sleeve Diamond Button-Down Shirt,$32.99,"This mutual weave men's big and tall short-sleeve shirt is a great addition to your rotation. Made from soft stretch-cotton in a diamond pattern, this button-down has a point collar and a chest pocket. Wear it with jeans and boots.
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 97% Cotton, 3% Spandex
Fabric Description: Woven
Collar: Point Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Bonfire Plaid"" , ""Blue Diamond"" , ""Island Print"" , ""Navy Floral"" "
New!Arizona Big and Tall Mens Crew Neck Short Sleeve Classic Fit Graphic T-Shirt,$19.99,"Closure Type: Pullover Head
Fit: Classic Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Apparel Length: 28.5 Inches
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Free Hugs"" "
Arizona Mens Lined Swim Shorts,$25.99,"These Arizona men's swim shorts will be a style hit by the water. Made from a soft woven fabric in a vibrant hue, these lined swim shorts offer UV protection, an adjustable elastic-drawstring waistband, and side slip pockets. They are perfect to match with a tank or tee.
Features: Lined, Uv Protection
Closure Type: Drawstring
Pockets: 1 Back Flap Pocket
Fiber Content: 92% Polyester, 8% Spandex
Fabric Description: Woven
Lining Material: Polyester
Inseam: 8 In
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Horizon Orange"" , ""Black"" "
J. Ferrar Mens Slim Classic Fit Suit Pants,$50,"Level up your dress wardrobe with these J. Ferrar men's classic-fit suit pants with a slim-leg silhouette. They're crafted from a stretch woven fabric that's wrinkle resistant and feature a flat front, a zipper and hook-and-eye closure, two side slip pockets, and two back button pockets.
Front Style: Flat Front
Features: Wrinkle Resistant, Stretch Fabric
Closure Type: Zipper, Hook & Eye
Fit: Classic Fit
Pockets: 2 Side Slip Pockets, 2 Back Button Pockets
Rise: At Waist
Apparel Length: 38 Inches
Fiber Content: 44% Polyester, 30% Recycled Polyester, 19% Rayon, 7% Spandex
Fabric Description: Woven","""Cool Gray"" "
J. Ferrar Slim Mens Slim Fit Easy Care Stretch Fabric Long Sleeve Dress Shirt,$39.99,"Compliment a tailored look with this men's slim-fit button-down dress shirt from the J. Ferrar Ultra Comfort big and tall collection. It's made from a comfortable cotton poplin, and it has a spread collar, long sleeves, and button cuffs. Wear it with tailored pants and loafers.
Features: Stretch Fabric, Easy Care
Closure Type: Button
Fit: Slim Fit
Neckline: Collar Neck
Pockets: 1 Inside Coin Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 32 Inches - Back
Fiber Content: 62% Cotton, 38% Polyester
Fabric Description: Tricot, Poplin
Collar: Button Down Collar","""Black Texture"" , ""Medium Blue"" "
