Title,Actual Price,Description,Available Colors
Levi's® Mens 502™ Tapered Regular Fit Jeans - Stretch,$59.99,"Meet our most versatile fit-our 502™ taper jeans. Cut on the slimmer side (but still roomy enough for comfort) with a streamlined, tapered leg, they’re a more refined, modern alternative to straight jeans and a universal favorite across builds. They look great both cuffed and uncuffed, and go with pretty much any shoes, so whip out the sneakers, combat boots, or slip-ons.
Levis Style: 502
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Back Slip Pockets, 2 Front Slip Pockets, 1 Front Coin Pocket
Rise: At Waist
Fiber Content: 82% Cotton, 17% Polyester, 1% Elastane
Fabric Description: Denim
Inseam: 34 In, 29 In, 30 In, 36 In, 32 In","""Panda"" , ""Native Cali"" , ""Rosefinch"" , ""Crying Sky"" , ""Davy Ivy"" , ""Tidal Wave Flex"" , ""On And Off"" , ""Only Wish Adv"" "
Xersion 9 Inch Mens Golf Short,$23.99,"These Xersion men's 9-inch golf shorts are ideal for wearing for a day out on the course or to a summer BBQ. They're cut from a stretch fabric for a regular-fit and feature a flat front, a button-zip fly, two side slip pockets, and one back slip pocket. Wear yours with a polo shirt and sneakers.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Zipper, Button
Fit: Regular Fit
Pockets: 2 Side Slip Pockets, 1 Back Slip Pocket
Rise: At Waist
Short Length: Mid Length
Fiber Content: 92% Polyester, 8% Spandex
Fabric Description: Plain Woven
Inseam: 9 In","""Heritage Khaki"" , ""Black"" , ""Monument Gray"" "
Levi's® Mens 569™ Loose Straight Fit Jeans,$59.99,"Our designers challenged themselves to get the same looks we all love but using less water in the finishing stage. That’s why Levi’s developed more than 20 innovative techniques that do just that: use less of our world’s precious natural resource. Through 2019, 69% of Levi’s bottoms were made waterless.
Offered in Big & Tall in select finishes
Dark Chipped is not a Waterless fabrication
Levis Style: 569
Features: Fly Front
Closure Type: Button & Zipper
Pockets: 2 Front Slip Pockets, 2 Back Slip Pockets, 1 Front Coin Pocket
Rise: Mid Rise
Fiber Content: 100% Cotton
Fabric Description: Denim","""Dark Chipped"" , ""Vintage Light"" , ""Jagger"" , ""Static"" , ""Static 2"" , ""Kale"" "
"St. John's Bay 8"" Temp Flex Mens Drawstring Waist Stretch Fabric Deck Short",$19.99,"This pair of men's pull-on 8"" deck shorts from St. John's Bay is perfect to keep your warm-weather wardrobe cool and comfortable thanks to its Temp Flex technology. They are made from breathable stretch-cotton twill with recycled fabric, an elastic-drawstring waist, and side and back pockets. Style them with a t-shirt and short-sleeve button-down.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric, Drawstring Waist
Closure Type: Zipper, Button, Drawstring
Fit: Regular Fit
Pockets: 2 Back Button Pockets, 2 Front Slip Pockets
Rise: At Waist
Short Length: Long Length
Fiber Content: 58% Cotton, 40% Recycled Polyester, 2% Spandex
Fabric Description: Twill","""Hutton Brown"" , ""Pale Khaki"" , ""China Blue"" , ""Duffel Green"" , ""Signature Navy"" "
St. John's Bay Mens Board Shorts Big and Tall,$34.99,"These St. John's Bay men's big and tall board shorts are an essential addition for beach or pool days. Crafted from a smooth microfiber, this pair offers UV protection and has a comfortable elastic-drawstring waist and multiple pockets. Style with a tee or tank top.
Features: Uv Protection
Closure Type: Elastic Back, Drawstring
Pockets: 2 Side Slip Pockets, 1 Back Flap Pocket
Fiber Content: 100% Polyester
Fabric Description: Microfiber
Lining Material: Polyester
Inseam: 10 In, 11 In
Care: Machine Wash, Line Dry
Country of Origin: Imported","""Navy Floral"" , ""Light Blue Geo"" , ""Blue Flamingo"" , ""Green Hula Palm"" , ""Red Navy Gingham"" "
Xersion Tricot Mens Moisture Wicking Workout Pant,$27.99,"Hit the gym in style with these Xersion men's workout pants. This pair of active pants are made from a soft jersey fabric with moisture-wicking and quick-dry properties to keep you cool and dry with a flat front elastic-waistband, multiple pockets, and a tapered-leg. Wear yours with a tee or tank.
Front Style: Flat Front
Features: Dri Fit, Moisture Wicking, Quick Dry
Closure Type: Full Elastic
Fit: Regular Fit
Pockets: 1 Back Slip Pocket, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 100% Polyester
Fabric Description: Tricot
Inseam: 10 1/2 In
Leg Style: Straight Leg","""Highland Gray"" , ""Black"" , ""Signature Navy"" "
adidas Mens Crew Neck Short Sleeve T-Shirt Big and Tall,$30,"You'll love throwing on this adidas men's short-sleeve t-shirt for all your workout and off-duty style needs. Crafted from 100% cotton for a regular-fit, this crew-neck tee features a large brand logo graphic on the front. Team it with workout shorts or jogger pants.
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Semi Lucid Blue"" , ""Black"" , ""White"" , ""Medium Grey Htr"" , ""Legend Ink"" , ""Better Scarlet"" "
Gold Toe Athletic Sport 6 Pair Big and Tall Low Cut Socks Mens,$23,"Low-profile quarter socks for all of your athletic pursuits. Super soft with a cushioned foot and reinforced toes for superior comfort. 
# Pieces In Set: 6 Pair
Features: Cuffed, Cushioned, Reinforced Heel Support, Stretch Fabric, Breathable, Reinforced Toe & Heel, Non-Slip Grip
Shoe Size Range: 12-16
Fiber Content: 79% Cotton, 20% Nylon, 1% Spandex
Fabric Description: Knit
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Black"" , ""White"" "
Champion Mens Big and Tall Workout Shorts,$24,"This pair of men's big and tall Champion workout shorts are made from breathable mesh fabric with side stripes, a pull-on elastic-waistband, and side slip pockets. Wear them with a quick-dry t-shirt and sneakers to gear up for an active day.
Front Style: Flat Front
Closure Type: Full Elastic
Fit: Regular Fit
Pockets: 2 Side Slip Pockets
Rise: At Waist
Short Length: Short Length
Fiber Content: 100% Polyester
Fabric Description: Mesh
Inseam: 10 In
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Nvy"" , ""Blck"" , ""Crimsn"" , ""Granite Htr"" "
Dockers Ultimate Chino With Smart 360 Flex Mens Slim Fit Flat Front Pant,$49.99,"The name you know. The style you love. The comfort you deserve. We're Dockers®, and we believe in making timeless, easy and thoughtful clothes made for a life well-lived. We call them the ultimate for a reason. We made these bestselling, classic chinos with our famous four-way stretch so you feel as good as you look. The Ultimate Chino is the ultimate versatile pant, made for any situation and built for real life. Made with our world-famous and bestselling Smart 360 Flex™ that stretches vertically and horizontally for maximum flexibility and movement.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric, Comfort Waistband
Closure Type: Button & Zipper
Fit: Slim Fit
Pockets: 2 Front Slip Pockets, 1 Side Zip Pocket, 2 Back Button Pockets","""Pembroke"" , ""New British Khaki"" , ""Black"" , ""Dark Ginger"" "
Stafford Mens Slim Slim Fit Suit Jacket,$200,"Elevate your wardrobe with this Stafford men's flattering and stylish slim-fit suit jacket. It's made from a cotton-linen blend with a notch lapel, fitted sleeves, a button closure, and pockets on the inside and out. Pair it with matching pants or style it with jeans for a casual look.
Closure Type: Button
Fit: Slim Fit
Pockets: 2 Front Slip Pockets, 2 Inside Slip Pockets, 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 30.5 Inches
Fiber Content: 55% Linen, 40% Cotton, 5% Tencel Lyocell
Fabric Description: Woven
Lining: Partially Lined
Lining Material: Polyester","""Stone"" "
J. Ferrar Mens Big and Tall Stretch Fabric Classic Fit Sport Coat,$79.99,"Ideal for business casual or formal occasions, this J. Ferrar men's big and tall sport coat is the refined staple your wardrobe needs. The lined single-breasted sport coat is made from a stretch-knit fabric for a classic-fit and features a notch lapel, fitted sleeves, a button closure, and interior and exterior pockets for added functionality. Wear it with dress pants or jeans for a polished or a relaxed look.
Front Style: Single Breasted
Features: Stretch Fabric, Lined
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Chest Slip Pocket, 1 Inside Slip Pocket, 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 30 Inches","""Blk Ht"" "
J. Ferrar Ultra Comfort Mens Big and Tall Classic Fit Suit Jacket,$220,"Sometimes, you have to bend the rules. That’s why you’ll love the stretch technology woven into these suited essentials. As you move throughout your day, the stretch fabric and lining of the jacket help you maneuver effortlessly from meeting to meeting. The trousers feature an Adjustek™ stretch waistband that can expand up to 2"", so even in the most high-pressure settings, you’ll stay relaxed and comfortable.
Front Style: Single Breasted
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Inside Slip Pockets, 1 Chest Slip Pocket, 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Fiber Content: 66% Polyester, 31% Viscose, 3% Spandex
Fabric Description: Woven","""Bright Blue"" "
mutual weave Mens Big and Tall Relaxed Fit Cargo Pant,$39.99,"Add some comfort and functionality to your wardrobe with this pair of mutual weave men�s big and tall relaxed-fit cargo pant. Made from stretch-cotton canvas, they have an elastic-drawstring waistband, utility-style pocketing, and straight legs. Pair with everything from a t-shirt to a button-down. �
Front Style: Flat Front
Closure Type: Full Elastic, Drawstring
Fit: Relaxed Fit
Pockets: 2 Cargo Side Pockets, 2 Side Slip Pockets, 2 Back Flap Pockets
Rise: Mid Rise
Fiber Content: 98% Cotton, 2% Spandex
Fabric Description: Canvas
Lining: Unlined
Leg Style: Straight Leg","""Tannin"" , ""Pirate Black"" , ""Hutchinson Green"" , ""India Ink"" "
Stafford Advanced Performance Sweat Repel Mens Regular Fit Stretch Fabric Wrinkle Free Long Sleeve Dress Shirt,$70,"Made from a comfortable stretch-cotton, this men's long-sleeve button-down shirt from Stafford's Advanced Performance collection has sweat-repellent and wrinkle-free technology to keep your look sharp and cool. It has a spread collar, chest pocket, and button cuffs. Wear it to the office with a blazer and tailored pants.
Features: Wrinkle Resistant, Stretch Fabric, Stretch Collar, Wrinkle Free
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 35 Inches - Back
Fiber Content: 55% Cotton, 43% Polyester, 2% Lycra Spandex","""True Vista Dobby"" , ""White Dobby"" "
