Title,Actual Price,Description,Available Colors
J. Ferrar Ultra Comfort Stretch Slim Fit Suit Vest,$49.99,"Sometimes, you have to bend the rules. That’s why you’ll love the stretch technology woven into these suited essentials. As you move throughout your day, the stretch fabric and lining of the jacket help you maneuver effortlessly from meeting to meeting. The trousers feature an Adjustek™ stretch waistband that can expand up to 2"", so even in the most high-pressure settings, you’ll stay relaxed and comfortable.
 Features: Stretch Fabric
Closure Type: Button
Fit: Slim Fit
Pockets: 2 Front Slip Pockets
Sleeve Length: Sleeveless
Fiber Content: 68% Polyester, 29% Viscose, 3% Spandex
Fabric Description: Woven
Lining: Lined","""Medium Gray"" "
PUMA Big Logo Mens Big and Tall Workout Shorts,$22.50,"Take your workout wear up a notch with these Puma men's workout shorts from the brand's big and tall collection. Crafted from cotton fleece and cut for a regular-fit, they feature a comfort drawstring-waistband and two side pockets. Pair them with a t-shirt and sneakers.
Front Style: Flat Front
Features: Comfort Waistband
Closure Type: Drawstring
Fit: Regular Fit
Pockets: 2 Side Slip Pockets
Rise: At Waist
Short Length: Mid Length
Fiber Content: 66% Cotton, 34% Polyester
Fabric Description: Fleece
Inseam: 10 In
Care: Tumble Dry, Machine Wash","""Cotton Black Red"" , ""Peacoat White"" , ""Elektro Blue"" , ""Star Sapphire"" , ""Asphalt Black"" , ""Tigerlily Black"" , ""Cotton Black White"" "
U.S. Polo Assn. Stretch Mens Classic Fit Short Sleeve Button-Down Shirt,$27.99,"This versatile men's printed button-down shirt from U.S. Polo Assn deserves to be worn in and out of the office thanks to its sharp tailoring and classic-fit. It's made from soft woven fabric with a button collar, chest pocket with the brand's embroidered logo, short sleeves, and a curved hem for easy layering. Wear it with everything from jeans to chinos.
Features: Embroidered, Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fabric Description: Slubbed
Collar: Button Down Collar
Care: Tumble Dry, Machine Wash","""Light Pink Oxford"" , ""Classic Navy Psly"" , ""Optic White"" "
Arizona Advance Flex 360 Big and Tall Mens Regular Fit Tapered Leg Relaxed Fit Jean,$39.99,"Engineered for comfort and flexibility, these Arizona Jean Co. Advance Flex 360 men's big and tall denim jeans are a wardrobe essential made from a stretch cotton-blend. They feature a relaxed-fit, a tapered-leg silhouette, a mid-rise, a button-zip fly, and front and back slip pockets.
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 1 Front Coin Pocket, 2 Front Slip Pockets, 2 Back Slip Pockets
Rise: Mid Rise
Fiber Content: 83% Cotton, 15% Repreve Recycled Polyester, 2% Spandex
Fabric Description: Denim
Inseam: 32 In
Care: Tumble Dry, Machine Wash
Jean Style: Tapered Leg Jeans, Relaxed Fit Jeans, Regular Fit Jeans","""Ocean Night"" "
Xersion 7 Inch Performance Mens Workout Shorts,$23.99,"These Xersion men's workout shorts will be your new go-to for the gym. Made from a woven-blend that's quick-drying to keep you dry and comfortable during exercise, these shorts have a flat front elastic waist, multiple pockets to stow your essentials, side slits for breathability, and slim reflective panels on the back for visibility. Pair it with a t-shirt and hoodie.
Front Style: Flat Front
Features: Quick Dry, Stretch Fabric, Piped
Closure Type: Full Elastic, Drawstring
Fit: Regular Fit
Pockets: 2 Side Slip Pockets, 1 Side Zip Pocket
Rise: At Waist
Short Length: Short Length
Fiber Content: 88% Polyester, 12% Spandex
Fabric Description: Plain Weave","""Highland Gray"" , ""Black"" , ""Sea Moss"" "
Stylus 5 Pocket Mens Skinny Fit Flat Front Pant,$29.99,"Tailor your casual look with this pair of flat-front men's pants from Stylus. Made from a high-performing tricot with quick-dry and moisture-wicking properties, this slim-fit pair has a button-zip fly, 5-pocket tailoring, and a tapered-leg silhouette. Style yours with a t-shirt and sneakers.
Front Style: Flat Front
Features: Fly Front, Moisture Wicking, Quick Dry
Closure Type: Button & Zipper
Fit: Slim Fit
Pockets: 2 Front Slip Pockets, 2 Back Slip Pockets, 1 Front Coin Pocket
Rise: At Waist
Fiber Content: 100% Polyester
Fabric Description: Tricot
Inseam: 32 In","""Military Olive"" , ""Gray Umbra"" , ""Charcoal Smoke"" , ""Gold Dust"" , ""Gray Mist"" , ""Brown Wren"" , ""Sepia"" "
J. Ferrar Ultra Comfort Mens Regular Fit Wrinkle Free Long Sleeve Dress Shirt,$39.99,"Deemed a Gotta-Have-It item for value you can count on every day! J. Ferrar's shirt is an effortless, versatile staple to wear throughout the seasons. This long-sleeve men's button-down is cut for a regular-fit from a woven stretch-cotton blend with recycled fabric and wrinkle-free properties for a sharp all-day style. It has a classic point collar with stretch for ultra comfort and a curved hem for easy layering. Wear it with your favorite pair of denim and sneakers.
Features: Wrinkle Resistant, Stretch Fabric, Wrinkle Free
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Inside Coin Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 31 Inches - Back","""Deep Lagoon"" , ""Gray Chambray"" "
J. Ferrar Ultra Mens Big and Tall Stretch Fabric Classic Fit Tuxedo Jacket,$220,"Step into the next formal event in the sharp tailoring of this classic-fit men's J. Ferrar big and tall tuxedo jacket. It's made from a woven recycled-blend fabric with stretch for added comfort with satin notch lapels, chest welt pocket, side slip pockets, an inner pocket, and a single-breasted button closure. Pair it with tuxedo pants or jeans with oxford shoes.
Front Style: Single Breasted
Features: Piped, Stretch Fabric
Closure Type: Button
Fit: Regular Fit
Pockets: 2 Front Flap Pockets, 1 Chest Slip Pocket, 1 Inside Button Pocket, 2 Inside Slip Pockets
Sleeve Length: Long Sleeve
Fiber Content: 62% Polyester, 33% Viscose, 5% Lycra Spandex
Fabric Description: Woven","""Black"" "
Arizona Mens Straight Leg Jean,$29.99,"Deemed a Gotta-Have-It item for value you can count on every day! You'll love this unique pair of Arizona men's straight-leg jeans to express your style. Crafted from soft stretch-cotton, this pair of denim has a button-zip fly and classic 5-pocket tailoring - style with your favorite tee or fine-knit sweater.
Features: Fly Front, Stretch Fabric
Closure Type: Zipper
Pockets: 2 Back Slip Pockets, 2 Front Slip Pockets, 1 Front Coin Pocket
Rise: At Waist
Fiber Content: 97% Cotton, 3% Elastane
Fabric Description: Denim
Inseam: 30 In
Care: Tumble Dry, Machine Wash
Jean Style: Straight Leg Jeans","""Otter"" "
U.S. Polo Assn. Space Dye Mens V Neck Short Sleeve T-Shirt,$16.99,"This classic-fit short-sleeve men's v-neck t-shirt from U.S. Polo Assn. takes things up a notch with its space dye design. It's made from soft cotton-jersey and features an embroidered logo at the chest. Whether worn with jeans or shorts, this versatile wardrobe staple will be on heavy rotation.
Features: Embroidered
Closure Type: Pullover Head
Fit: Classic Fit
Neckline: V Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Black"" , ""Engine Red"" , ""Classic Navy"" , ""Blue Hill"" , ""Emerald Circus"" "
