Title,Actual Price,Description,Available Colors
Stylus Mens V Neck Short Sleeve T-Shirt,$14.99,"Update your casual tee collection with this v-neck style from Stylus. This men's t-shirt is cut for a regular-fit from soft stretch cotton-jersey with recycled faric and short sleeves - team it with shorts or jeans.
Features: Stretch Fabric
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: V Neck
Sleeve Length: Short Sleeve
Apparel Length: 28.5 Inches
Fiber Content: 57% Cotton, 38% Recycled Polyester, 5% Spandex
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Charcoal Smoke"" , ""White"" , ""Black"" , ""Moonless Night"" , ""Keepsake Blue"" , ""Peach Mocha"" , ""Agave Green"" , ""Coronet Blue"" , ""Bronze Wave"" "
mutual weave Slub Mens Crew Neck Short Sleeve T-Shirt,$12.99,"Deemed a Gotta-Have-It item for value you can count on every day! The versatile design of this mutual weave men's short-sleeve t-shirt means it can be styled as a layering piece or on its own with jeans. Made from 100% cotton, this crew-neck tee is cut for a regular-fit.
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Apparel Length: 28.5 Inches
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Puritain Blue"" , ""Fire Coral"" , ""Lichen Green"" , ""Ombre Blue"" , ""White"" , ""Black"" , ""Hampton Yellow"" , ""Silver Beige"" , ""Hydro Teal"" , ""Tobacco Brown"" "
St. John's Bay Big and Tall Mens V Neck Short Sleeve T-Shirt,$14.99,"This St. John's Bay men's big and tall short-sleeve t-shirt makes casual style effortless. Made from a soft cotton-jersey blend with recycled fabric and quick-dry properties, this pullover v-neck tee has a comfortable regular-fit. Wear it with jeans and sneakers.
Features: Quick Dry
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: V Neck
Sleeve Length: Short Sleeve
Apparel Length: 29 Inches
Fiber Content: 60% Cotton, 40% Recycled Polyester
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Char Htr Sdh"" , ""Signature Navy"" , ""Black"" , ""White"" , ""Red"" , ""Oatmeal Htr"" "
St. John's Bay Performance Big and Tall Mens Regular Fit Short Sleeve Polo Shirt,$29.99,"This St John's Bay men's big and tall polo shirt will be a new favorite in your rotation. Made from a pique-blend, this short-sleeve style is cut for a regular-fit and has a button closure. Wear it with chinos and sneakers.
Closure Type: Button, Pullover Head
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Apparel Length: 34 Inches
Fiber Content: 100% Polyester
Fabric Description: Pique
Collar: Spread Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Rose Placed Strp"" , ""Sig Navy Tropical"" , ""Navy Sd"" , ""Boston Blue Sd"" "
Hanes Ultimate Comfort Flex Fit Ultra Lightweight Mens 4 Pack Boxer Briefs,$40,"# Pieces In Set: 4-Pack
Features: Odor Resistant, Breathable, Moisture Wicking, Multi-Pack, Tag Free, Antimicrobial, Comfort Waistband, Fly Front, Cooling
Fiber Content: 87% Polyester, 13% Spandex
Fabric Description: Mesh
Care: Tumble Dry, Machine Wash
Material: Polyester
Country of Origin: Imported","""Black Red Blue"" , ""Green Blue Gray"" "
Cubavera Pick Stitch Panel Mens Regular Fit Short Sleeve Panel Button-Down Shirt,$44.99,"Lounge in warm, tropical paradise in this short sleeve shirt by Cubavera. Lightweight fabric keeps you cool in the tropics. Pair this Cubavera shirt with our Linen drawstring pants for your next vacation or boat trip.
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Sleeve Style: Drop-Shoulder Sleeve
Fiber Content: 100% Polyester
Fabric Description: Woven
Collar: Point Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Biking Red"" , ""Bright White"" , ""Dress Blues"" , ""Jet Black"" "
St. John's Bay Mens Drawstring Waist Swim Trunks,$27.99,"Hit the water in style St. John's Bay men's cargo trunks. Made with UV protection, multiple pockets and an elastic-drawstring waist. Pair with your favorite St. John's Bay swim tee.
Features: Lined, Uv Protection, Mesh Pocket, Drawstring Waist, Comfort Waistband
Closure Type: Full Elastic, Drawstring
Pockets: 2 Side Slip Pockets, 1 Cargo Side Pocket
Fiber Content: 100% Polyester
Fabric Description: Woven
Lining Material: Polyester
Inseam: 10 In
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Pure Red"" , ""Estate Blue"" , ""Black"" , ""Miami Blue"" "
Shaquille O'Neal XLG Big and Tall Black Mens Stretch Classic Fit Suit Pants,$90,"Shaquille O'Neal's XLG suit pants from the men's big and tall collection are cut for a classic-fit in a straight silhouette, so they'll pair with your choice of jackets and footwear. They're tailored from a soft, stretch woven-blend and have a flat front, zip-button closure, belt loops, and side and back pockets. Style yours with a blazer, or dress them casually with a t-shirt and sneakers.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 2 Side Slip Pockets, 2 Back Button Pockets
Rise: At Waist
Fiber Content: 68% Polyester, 29% Viscose, 3% Elastane
Fabric Description: Woven
Lining: Lined","""Black"" "
Van Heusen Mens Regular Fit Wrinkle Free Short Sleeve Dress Shirt,$27.99,"Features: Wrinkle Resistant, Wrinkle Free
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 55% Cotton, 45% Recycled Polyester
Fabric Description: Broadcloth
Collar: Point Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Classic Blue"" , ""Purple Multi"" , ""Aqua Ocean"" "
St. John's Bay Seersucker Big and Tall Mens Classic Fit Short Sleeve Floral Button-Down Shirt,$29.99,"For a vibrant warm-weather style staple, try this St John's Bay men's big and tall printed shirt. Made from stretch-cotton, this button-down has a classic-fit with a button-down collar, short sleeves, and a chest pocket. Wear it with chinos and boat shoes.
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Apparel Length: 31 Inches - Back
Fiber Content: 97% Cotton, 3% Spandex
Fabric Description: Woven
Collar: Button Down Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Tropical Floral"" , ""Aqua Purple Stripe"" "
