Title,Actual Price,Description,Available Colors
Champion Mens Crew Neck Short Sleeve T-Shirt Big and Tall,$15,"Oxford Heather-90% Cotton, 10% Polyester
Granite Heather-60% Cotton, 40% Polyester
Logo Colors may vary
Closure Type: Pullover Head
Fit: Relaxed Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Oxford Heather"" , ""Black"" , ""Navy"" , ""Candid Blue"" , ""Crimson"" , ""Granite Heather"" , ""White"" "
U.S. Polo Assn. Stretch Mens Classic Fit Short Sleeve Button-Down Shirt,$27.99,"For a timeless style essential, try this US Polo Assn. men's short-sleeve button-down. Tailored from 100% cotton in a classic-fit, this shirt has a chest pocket and the brand's logo embroidered at the front. Team it with your favorite jeans or chinos.
Features: Embroidered, Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 2 Chest Button Pockets
Sleeve Length: Short Sleeve
Fiber Content: 71% Cotton, 27% Polyester, 2% Spandex
Fabric Description: Slubbed
Collar: Button Down Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Barberry Solid"" , ""Blue Sea Solid"" , ""Blue Raft Solid"" "
Haggar® Mens Cool 18 Pro Flat Front Short,$44.99,"Haggar's cool 18® pro performance shorts offer built-in UV protection and our ultra-comfortable quick-dry fabric, making them the ideal option for keeping cool when the temperature rises. You'll love the 4-way stretch and moisture-wicking performance.
Front Style: Flat Front
Features: Moisture Wicking, Quick Dry, Expandable Waist
Closure Type: Button
Fit: Regular Fit
Pockets: 2 Back Button Pockets, 2 Front Slip Pockets
Rise: At Waist
Short Length: Mid Length
Fiber Content: 100% Polyester
Fabric Description: Woven
Inseam: 9 1/2 In
Care: Machine Wash, Tumble Dry","""Khaki"" , ""Black"" , ""Navy"" , ""String"" , ""White"" , ""Grey"" , ""Tan"" "
St. John's Bay Essential Striped Oxford Mens Classic Fit Short Sleeve Polo Shirt,$19.99,"Deemed a Gotta-Have-It item for value you can count on every day! For a true style essential, try this St John's Bay men's oxford polo shirt. Made from a recycled stretch-cotton blend, this style has a classic two-button closure and short sleeve. Wear it with chinos and boat shoes. 
Closure Type: Button, Pullover Head
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Apparel Length: 29 Inches
Fiber Content: 58% Cotton, 39% Recycled Polyester, 3% Spandex
Fabric Description: Pique
Collar: Spread Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Blue Rose Strp"" , ""Estate White Strp"" , ""Tonal Blue Strp"" , ""Estate Rose Strp"" , ""Miami Blue Stripe"" , ""Miami Yellow Strp"" "
Stafford Mens Short Sleeve 2-pc. Shorts Pajama Set,$37.50,"Smarten up your sleepwear with this classic striped men's pajama set by Stafford. Made from woven cotton, the set includes a short-sleeve button-down shirt with a chest pocket and a pair of matching long shorts with a drawstring-waist.
# Pieces In Set: 2
1st Piece Description: Top
1st Piece Collar: Notch Collar
1st Piece Pockets: 1 Chest Slip Pocket(s)
1st Piece Apparel Length: 30 Inches
1st Piece Fabric: Woven
1st Piece Fiber Content: 60% Cotton, 40% Modal
1st Piece Care: Tumble Dry, Machine Wash
2nd Piece Description: Short
2nd Piece Closure Type: Drawstring, Full Elastic
2nd Piece Inseam: 8 In","""Blue Neat"" , ""Blue Stripe"" , ""Seagull"" , ""Olive Texture"" "
Stafford Big Mens 4 Pack Boxer Briefs,$40,"Our boxer briefs give you the support and comfort to make it through the day featuring a double fabric fly, a longer leg that will not ride up under clothing and a lower rise that fits at the natural waist.
# Pieces In Set: 4-Pack
Features: Multi-Pack, Tag Free, Flat Seams, Preshrunk, Fly Front, Comfort Waistband
Fiber Content: 100% Cotton
Fabric Description: Rib
Care: Machine Wash, Tumble Dry
Material: Cotton
Country of Origin: Imported","""Blues"" , ""Black Grey White"" , ""White"" "
Levi's® Mens 559™ Relaxed Straight Fit Jeans - Stretch,$59.99,"Our designers challenged themselves to get the same looks we all love, but using less water in the finishing stage. That’s why Levi’s developed more than 20 innovative techniques that do just that: use less of our world’s precious natural resource. Through 2019, 69% of Levi’s bottoms were made waterless.
Offered in Big & Tall in select finishes
Levis Style: 559
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Front Slip Pockets, 2 Back Slip Pockets, 1 Front Coin Pocket
Rise: Mid Rise
Fiber Content: 98% Cotton, 2% Elastane
Fabric Description: Denim
Inseam: 20 In","""Cash"" , ""Sub Zero"" , ""Range"" , ""Indie Blue"" , ""Black"" , ""Love Plane"" , ""Funky City"" , ""Octagone"" , ""Dark Stonewash"" , ""Stonewash Stretch"" , ""Shooting Star"" , ""Cleaner"" , ""Steely Blue"" , ""Grapevyne"" , ""Pelican Eel"" , ""Desert Taupe"" "
Stafford Coolmax All Season Ecomade Mens Big and Tall Stretch Fabric Classic Fit Suit Jacket,$240,"Constructed with Stafford's Coolmax technology, this men's big and tall suit jacket will keep you cool and comfortable throughout the seasons. This timeless single-breasted tailored jacket is made from a stretch wool-blend in a classic-fit with a notch collar, multiple pockets, and a button closure. Wear with the matching suit pants for a complete look.
Front Style: Single Breasted
Features: Stretch Fabric, Lined, Interior Pockets
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Inside Button Pocket, 1 Chest Slip Pocket, 2 Front Flap Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Fiber Content: 51% Wool, 47% Polyester, 2% Lycra Spandex
Fabric Description: Woven","""Navy"" "
Stafford Big and Tall Coolmax All Season Oxford Mens Button Down Collar Long Sleeve Stretch Fabric Wrinkle Free Dress Shirt,$70,"Style and performance meet in this Stafford Coolmax button-down men's dress shirt. This long-sleeve button-down is cut for a regular-fit from wrinkle-free stretch-cotton to keep you confident all day. Team it with a pair of suit pants.
Features: Moisture Wicking, Wrinkle Resistant, Stretch Fabric, Wrinkle Free, Stretch Collar
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Fiber Content: 62% Cotton, 38% Polyester
Fabric Description: Chambray
Collar: Button Down Collar","""Lt Pink"" , ""White"" , ""True Vista"" , ""Deep Ultramarine"" "
New!Stafford Mens Plaid Classic Fit Sport Coat,$90,"Front Style: Single Breasted
Features: Vented Back, Stretch Fabric
Closure Type: Button
Fit: Classic Fit
Pockets: 1 Inside Slip Pocket, 2 Front Flap Pockets, 1 Chest Slip Pocket, 1 Inside Button Pocket
Sleeve Length: Long Sleeve
Apparel Length: 29 Inches
Fiber Content: 54% Wool, 44% Polyester, 2% Spandex
Fabric Description: Woven
Lining: Fully Lined
Lining Material: Polyester
Collar: Notch Lapel
Care: Dry Clean Only
Material: Polyester Blend
Country of Origin: Imported","""Blue Plaid"" "
