Title,Actual Price,Description,Available Colors
Shaquille O'Neal XLG Big and Tall Mens Relaxed Fit Jean,$49.99,"This pair of relaxed-fit jeans from Shaquille O'Neal's XLG men's big and tall collection is a super smart denim pair to add to your collection. They are cut for a mid-rise from structured stretch-cotton with recycled fabric in a versatile black wash, featuring a classic button-zip fly and 5-pocket tailoring. Style it with your favorite tee or a button-down.
Closure Type: Button & Zipper
Pockets: 2 Front Slip Pockets, 2 Back Slip Pockets, 1 Front Coin Pocket
Rise: Mid Rise
Fiber Content: 64% Cotton, 33.7% Repreve Recycled Polyester, 2.3% Spandex
Fabric Description: Denim
Care: Machine Wash, Tumble Dry
Jean Style: Relaxed Fit Jeans
Country of Origin: Imported","""Black"" , ""Dk 3d Sanded"" "
Stylus Mens Big and Tall Chino Short,$39.99,"Chino shorts are a wardrobe must-have for warmer weather, so grab these from Stylus' men's big and tall collection. Made from a woven fabric, the mid-length flat front shorts are designed for a regular-fit and feature an elastic and button waist, two side slip pockets, and a back zip pocket. Wear them with t-shirts or short-sleeve button-down shirts.
Front Style: Flat Front
Closure Type: Full Elastic, Button
Fit: Regular Fit
Pockets: 2 Side Slip Pockets, 1 Back Zip Pocket
Rise: At Waist
Short Length: Mid Length
Fiber Content: 94% Nylon, 6% Spandex
Fabric Description: Plain Weave, Woven
Inseam: 11 In
Care: Tumble Dry, Machine Wash","""Black"" "
Hanes Mens Crew Neck Short Sleeve T-Shirt,$18,"Stock up on essentials by adding Hanes' men's short-sleeve t-shirt made from soft cotton-jersey to your wardrobe. This crew neck tee is is versatile to pair with everything from suiting to jeans.
Closure Type: Pullover Head
Fit: Classic Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Black"" , ""Charcoal Heather"" , ""Deep Forest"" , ""Deep Red"" , ""Deep Royal"" , ""Fatigue Green"" , ""Light Steel"" , ""Maroon"" , ""Navy"" , ""Smoke Gray"" , ""White"" "
J. Ferrar Mens Classic Fit Suit Pants,$50,"Maintain a sharp look throughout your busy day when you pull on this pair of men's suit pants from J. Ferrar. Cut for a classic-fit, they are made from a woven stretch-recycled blend fabric with wrinkle-resistant technology, a hook-and-eye and zip fly, side and back pockets, and slim legs. Pair them with a t-shirt and sneakers.
Front Style: Flat Front
Features: Fly Front, Wrinkle Resistant, Stretch Fabric
Closure Type: Zipper, Hook & Eye
Fit: Classic Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Rise: At Waist
Apparel Length: 38 Inches
Fiber Content: 39% Polyester, 30% Recycled Polyester, 29% Rayon, 2% Spandex
Fabric Description: Woven","""Light Blue"" "
mutual weave Mens Regular Fit Long Sleeve Plaid Button-Down Shirt,$34.99,"This mutual weave men's button-down shirt is crafted from a quality stretch-cotton poplin perfect for warm-weather style. This long-sleeve plaid shirt has a point collar and a chest slip pocket - team it with jeans or pants.
Features: Stretch Fabric
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 33 Inches
Fiber Content: 97% Cotton, 3% Spandex
Fabric Description: Poplin
Collar: Point Collar","""Khaki Plaid"" , ""Beige Plaid"" , ""Navy Multi Check"" , ""Clay Small Check"" , ""Blue White Plaid"" , ""Moss Denim Plaid"" "
Hanes Xtemp Mens Pajama Pants,$33,"Hanes X-Temp Knit Pant, your new go-to for everyday comfort. These soft knit pants feature our innovative X-Temp technology, designed to adapt to your body temperature and activity level to keep you cool and dry whether you're lounging at home, running errands, or hitting the gym.
Features: Tag Free, Button Fly
Closure Type: Full Elastic, Drawstring, Button
Pockets: 2 Side Slip Pockets
Apparel Length: 42.5 Inches
Fiber Content: 60% Cotton, 40% Polyester
Fabric Description: Jersey
Inseam: 31 In
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Denim"" , ""Charcoal Heather"" , ""Black"" , ""Blue"" , ""Gray Heather"" "
St. John's Bay Breathable Performance Big and Tall Mens Classic Fit Short Sleeve Button-Down Shirt,$34.99,"For a true style essential, try this St John's Bay men's big and tall shirt. Made from a breathable, quick-dry woven blend that's perfect for easy care in warmer temps, this button-down has a classic-fit with a button-down collar, short sleeves, and a chest pocket. Wear it with chinos and boat shoes.
Features: Quick Dry, Easy Care, Breathable
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Fiber Content: 100% Polyester
Fabric Description: Woven, Poplin
Collar: Button Down Collar
Care: Machine Wash, Tumble Dry","""Signature Navy"" , ""Garnet Rose"" "
mutual weave Mens Regular Fit Pull-On Chino Pants,$50,"These mutual weave men's chino pants are a must-have for cool off-duty style. Made from woven stretch-cotton, this straight-leg pair has a flat front drawstring waist with a button-zip fly and multiple pockets. Wear them with a t-shirt.
Front Style: Flat Front
Features: Drawstring Waist, Button Fly
Closure Type: Button & Zipper
Fit: Regular Fit
Pockets: 2 Back Slip Pockets, 2 Front Slip Pockets
Rise: At Waist
Base Material: 98% Cotton, 2% Spandex
Fiber Content: 98% Cotton, 2% Spandex
Fabric Description: Plain Weave
Inseam: 29 In
Leg Style: Straight Leg","""Vintage Nickel"" , ""Linen"" "
J. Ferrar Ultra Comfort Big and Tall Mens Regular Fit Easy Care Stretch Fabric Long Sleeve Dress Shirt,$49.99,"Compliment a tailored look with this men's button-down dress shirt from J. Ferrar big and tall collection. Cut in a regular-fit, it's made from a comfortable stretch poplin with recycled fabric, and it has a spread collar, long sleeves, and button cuffs. Wear it with tailored pants and loafers.
Features: Stretch Fabric, Easy Care
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 36.5 Inches - Back
Fiber Content: 55% Cotton, 36% Recycled Polyester, 7% Polyester, 2% Spandex
Fabric Description: Poplin","""Black"" , ""White"" "
IZOD Performance Comfort Mens Classic Fit Long Sleeve Plaid Button-Down Shirt,$34.99,"This classic fit, long sleeve, button down shirt is cut from an easy-to-wear fabric with added stretch, so it keeps its shape and moves with you throughout the day. The cotton-blend is machine washable for easy care and since it’s made from recycled materials, it’s also easy on our planet.
Features: Wrinkle Resistant, Stretch Fabric, Wrinkle Free, Easy Care
Closure Type: Button
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Fiber Content: 72% Cotton, 25% Recycled Polyester, 3% Elastane
Fabric Description: Woven
Collar: Button Down Collar
Care: Machine Wash, Tumble Dry","""Blue Estate"" , ""Estate Blue"" , ""Turkish Sea"" , ""Mazarine Blue"" "
mutual weave Mens Relaxed Fit Pull-On Linen Pants,$29.99,"These men's pull-on pants by mutual weave equal effortless warm-weather style. Made from a woven cotton-linen blend with a hint of stretch, these straight-leg pants have a relaxed-fit silhouette with an elastic-drawstring waist and multiple pockets. Wear them with a shirt or tee.
Front Style: Flat Front
Features: Stretch Fabric, Drawstring Waist
Closure Type: Full Elastic, Drawstring
Fit: Relaxed Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Fiber Content: 56% Cotton, 43% Linen, 1% Spandex
Fabric Description: Plain Weave
Inseam: 29 In
Leg Style: Straight Leg
Care: Tumble Dry, Machine Wash","""Khaki Chambray"" , ""Denim Chambray"" "
New!Arizona Mens Muscle Tank Top,$14.99,"Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Sleeveless
Apparel Length: 29.5 Inches
Fiber Content: 100% Cotton
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Cosmic Dust"" , ""Moonbeam"" , ""Fine Chocolate"" , ""Black"" "
New!Xersion Xtreme Mens Crew Neck Short Sleeve T-Shirt Big and Tall,$17.99,"Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 34 Inches
Fiber Content: 100% Cotton
Fabric Description: Jersey
Lining Material: Cotton
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Toasted Graphic"" , ""Black Graphic"" , ""Grey Dip Dye"" , ""Aop Blue"" "
Xersion Activated Cooling Mens Crew Neck Short Sleeve T-Shirt,$13.99,"Equipped with quick-dry properties and UV protection, this Xersion cooling men's crew neck short-sleeve t-shirt will quickly become a favorite. It's crafted from stretchy recycled fabric and cut for an athletic-fit with raglan sleeves for easier movement.
Features: Cooling, Quick Dry, Piped, Stretch Fabric, Uv Protection
Closure Type: Pullover Head
Fit: Athletic Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Sleeve Style: Raglan Sleeve
Apparel Length: 28 Inches
Fiber Content: 75% Recycled Polyester, 25% Polyester
Fabric Description: Jersey
Care: Machine Wash, Tumble Dry
Material: Polyester Blend","""Arcadia Jade"" , ""Khaki Melange"" , ""Blue Melange"" , ""Light Gray Melange"" , ""Black"" "
