Title,Actual Price,Description,Available Colors
Shaquille O'Neal XLG Big and Tall Mens Regular Fit Short Sleeve Geometric Button-Down Shirt,$39.99,"A camp-style shirt is essential for warmer temps, and this men's Shaquille O'Neal XLG big and tall style features an abstract pattern with striped trim. Cut for a regular-fit from a lightweight, woven fabric, it has a spread collar, short sleeves, and button fastenings. Wear it with jeans or tailored pants.
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Fiber Content: 100% Rayon
Fabric Description: Challis
Collar: Notch Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Green Border Geo"" , ""Navy Border Geo"" "
New!Xersion Mens Big and Tall Workout Pant,$35.99,"Front Style: Flat Front
Features: Quick Dry
Closure Type: Full Elastic
Fit: Regular Fit
Pockets: 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 88% Polyester, 12% Spandex
Fabric Description: Plain Weave
Inseam: 29 In
Leg Style: Tapered Leg
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Toasted Brown"" , ""Black"" "
St. John's Bay Mens Big and Tall Stretch Fabric Linen Blend Flat Front Chino Short,$24.99,"Look cool and remain comfortable when wearing this pair of men's 10-inch chino shorts from St. John's Bay's big and tall collection. They are made from a breathable stretch, linen-cotton blend with a button-zip fly and side and back pockets. Wear yours with a short-sleeve polo shirt and sneakers.
Front Style: Flat Front
Features: Fly Front, Stretch Fabric
Closure Type: Button, Zipper
Fit: Classic Fit
Pockets: 2 Back Button Pockets, 2 Front Slip Pockets
Rise: Mid Rise
Short Length: Long Length
Fiber Content: 56% Cotton, 43% Linen, 1% Spandex
Fabric Description: Linen
Inseam: 10 In, 11 In","""Navy Linen"" , ""Garnet Rose"" "
Stafford Advanced Performance Sweat Repel Mens Regular Fit Stretch Fabric Wrinkle Free Long Sleeve Dress Shirt,$52.99,"Features: Wrinkle Resistant, Wrinkle Free, Stretch Collar, Stretch Fabric
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 32 Inches - Back
Fiber Content: 55% Cotton, 43% Polyester, 2% Lycra Spandex
Fabric Description: Sateen
Collar: Point Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Green White Chk"" , ""Blue White Chk"" , ""Purple Bl Grid"" "
J. Ferrar Mens Big and Tall Stretch Fabric Regular Fit Sport Coat,$129.99,"Add a layer of tailoring into your wardrobe with this men's big and tall J. Ferrar single-breasted sport coat. It's made from woven stretch-cotton with notch lapels, multiple pockets, and a back vent. Wear it with a t-shirt and jeans or a button-down and suit pants.
Front Style: Single Breasted
Features: Stretch Fabric, Lined
Closure Type: Button
Fit: Regular Fit
Pockets: 1 Chest Slip Pocket, 1 Inside Button Pocket, 2 Front Flap Pockets, 1 Inside Slip Pocket
Sleeve Length: Long Sleeve
Fiber Content: 55% Rayon, 41% Nylon, 4% Elastane
Fabric Description: Woven
Lining: Unlined
Collar: Notch Lapel","""Charcoal"" , ""Black"" , ""Navy"" "
Hanes Ultimate 12 Pair Crew Socks Mens,$19.50,"COMFORT THAT'S MADE TO LAST Experience the ultimate in comfort with these soft and durable men's crew socks from the Hanes Ultimate® collection. A cushioned foot bottom delivers a comfortable fit, while the stretch fabrication allows you to move with ease. You'll appreciate the smooth comfort toe seam and moisture-wicking and odor-control technologies that keep you feeling fresh and cool throughout the day. Hitting at the mid-calf, these men's socks are available in a convenient 12-pack - so you'll always have a pair ready to go.
# Pieces In Set: 12 Pair
Features: Cuffed, Reinforced Heel Support, Cushioned, Stretch Fabric, Moisture Wicking, Reinforced Toe & Heel, Multi-Pack
Shoe Size Range: 6-12
Fiber Content: 51% Cotton, 39% Polyester, 8% Rayon, 1% Spandex, 1% Nylon","""White"" , ""Black"" "
Hanes Ultimate Comfort Flex Fit Total Support Pouch Bonus Pack Mens 5 Pack Boxer Briefs,$42,"Soft, stretchy, and packed with performance features, these hanes ultimate® men's boxer briefs might just become your new go-to. You'll especially appreciate the total support pouch® - a breathable mesh liner that separates, supports, and helps prevent chafing - as well as the no-ride-up leg bands. Soft and stretchable comfort flex fit® fabric moves with you and wicks moisture from your skin - so you stay cool and comfortable. Odor protection technology does its part to keep you feeling fresh. Available in a convenient 4+1 bonus pack of men's boxer brief underwear for stock-up ease.
# Pieces In Set: 5-Pack
Features: Comfort Waistband, Moisture Wicking, Bonus Packs, Support Pouch, Breathable
Closure Type: Elastic
Fiber Content: 76% Polyester, 19% Tencel Lyocell, 5% Spandex
Fabric Description: Knit","""Red Blue Gray"" , ""Black Gray"" "
J. Ferrar Ultra Comfort Mens Super Slim Fit Suit Pants,$70,"Sometimes, you have to bend the rules. That’s why you’ll love the stretch technology woven into these suited essentials. As you move throughout your day, the stretch fabric and lining of the jacket help you maneuver effortlessly from meeting to meeting. The trousers feature an Adjustek™ stretch waistband that can expand up to 2"", so even in the most high-pressure settings, you’ll stay relaxed and comfortable.
Front Style: Flat Front
Features: Stretch Fabric, Adjustable Waist
Closure Type: Zipper, Hook & Eye
Fit: Super Slim Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 65% Polyester, 33% Viscose, 2% Spandex
Fabric Description: Woven
Lining: Lined","""Bright Blue"" "
Arizona Big and Tall Mens Short Sleeve Button-Down Shirt,$32.99,"Bring a lightweight, airy style into your wardrobe with this men's printed camp shirt from Arizona. Cut for a regular-fit, it's made from woven cotton with a spread collar, short sleeves, a side slit hem, and front button fastenings. Pair it with jeans or chino shorts,
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Short Sleeve
Apparel Length: 33 Inches
Fiber Content: 100% Cotton
Fabric Description: Challis
Collar: Point Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Pink Floral"" , ""Black Floral"" , ""Orange Sun"" , ""Aqua Palm"" "
J. Ferrar Ultra Comfort Mens Regular Fit Wrinkle Free Long Sleeve Dress Shirt,$39.99,"Tailored from stretch-poplin with recycled fabric, this J. Ferrar men's regular-fit fabric dress shirt is something you'll always need, regardless of what suit and tie or jeans and sneakers you choose to wear with it. This long-sleeve button-down is complete with a classic spread collar and button cuffs.
Features: Stretch Fabric, Easy Care
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Pockets: 1 Inside Coin Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 32 Inches - Back
Fiber Content: 55% Cotton, 36% Recycled Polyester, 7% Polyester, 2% Spandex","""White"" , ""Black"" "
