Title,Actual Price,Description,Available Colors
St. John's Bay Essential Oxford Colorblock Mens Classic Fit Short Sleeve Polo Shirt,$19.99,"Cut for a classic-fit, this men's striped short-sleeve polo from St. John's Bay will be an essential go-to for your warm-weather styling. It's made from soft stretch-cotton with recycled fabric with a spread collar, two-button placket, and a side slit hem.
Closure Type: Pullover Head, Button
Fit: Classic Fit
Neckline: Collar Neck
Sleeve Length: Short Sleeve
Apparel Length: 29 Inches
Fiber Content: 58% Cotton, 39% Recycled Polyester, 3% Spandex
Fabric Description: Pique
Collar: Spread Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Aqua Blue Strp"" , ""Peach Turq Strp"" "
mutual weave Big and Tall Mens V Neck Short Sleeve T-Shirt,$20,"The versatile design of this mutual weave men's big and tall short-sleeve t-shirt can be styled with little effort as a layering piece or alone with jeans. Made from soft cotton-jersey with recycled fabric, this v-neck tee is cut for a regular-fit.
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: V Neck
Sleeve Length: Short Sleeve
Fiber Content: 60% Cotton, 40% Recycled Polyester
Fabric Description: Slubbed, Jersey
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Black Snow Heather"" , ""Oatmeal Heather"" , ""Olive Bark Blk Sno"" "
Stafford Slim Smart Tech Mens Slim Fit Stretch Fabric Wrinkle Free Long Sleeve Dress Shirt,$44.99,"Deemed a Gotta-Have-It item for value you can count on every day!
Features: Antimicrobial, Stretch Fabric, Stain Release, Wrinkle Free, Moisture Wicking
Closure Type: Button
Fit: Slim Fit
Neckline: Collar Neck
Pockets: 1 Chest Slip Pocket
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 32 Inches - Back
Fiber Content: 67% Cotton, 29% Polyester, 4% Spandex
Fabric Description: Poplin
Collar: Spread Collar
Care: Machine Wash, Tumble Dry
Country of Origin: Imported","""Blue Grid"" "
"Stylus Mens Stretch Fabric 9"" Cargo Short",$29.99,"These men's 9-inch cargo shorts by Stylus are perfect for packing on your next getaway and to wear for a casual day out. Made from a stretch woven fabric, they are cut for a regular-fit with an elastic waistband and utility-style pocketing.
Front Style: Flat Front
Features: Stretch Fabric
Closure Type: Full Elastic
Fit: Regular Fit
Pockets: 2 Side Slip Pockets, 2 Cargo Side Pockets
Rise: At Waist
Short Length: Mid Length
Fiber Content: 92% Polyester, 8% Spandex
Fabric Description: Plain Weave
Inseam: 9 In
Care: Tumble Dry, Machine Wash","""Black"" , ""Agave Green"" "
Stylus Mens Full Zip Long Sleeve Fleece Hoodie,$24.99,"Say hello to your new favorite hoodie. Our Full-Zip Fleece Hoodie brings clean design lines and modern detailing to a classic wardrobe essential. Featuring super soft double knit fleece, anti-pilling, a zipper front, and kangaroo pockets, you can easily wear it alone over a tee, or layer under a jacket. It's so comfortable you won't want to take it off.
Features: Hooded, Drawstring
Closure Type: Zipper
Fit: Regular Fit
Neckline: Hooded Neck
Pockets: 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve
Apparel Length: 28 Inches - Front
Fiber Content: 54% Cotton, 46% Polyester
Fabric Description: Doubleknit","""Rose Taupe"" , ""Snowdrift"" , ""Blue Nights"" , ""Lt Grey Htr"" , ""Smoke Blue"" , ""Black"" , ""Light Grey Heather"" , ""Laurel Wreath"" , ""Heather Gray"" , ""Moonless Night"" "
Lee® Big and Tall Mens Extreme Motion Athletic Fit Jeans,$48.99,"The Extreme Motion Athletic Tapered Leg Jean in big and tall sizing provides the perfect way for you to show your athletic build in styles.  The jean offers a extreme flex waistband that adapts to your movement and it’s made of comfortable cotton that’s blended with performance stretch fabric to keep you comfortable.  Regular fit with mid rise in a tapered leg opening. Front closure is a zip fly with button closure.
Features: Fly Front, Stretch Fabric
Closure Type: Button & Zipper
Pockets: 2 Front Slip Pockets, 1 Front Coin Pocket, 2 Back Slip Pockets
Rise: At Waist
Fiber Content: 69% Cotton, 20% Polyester, 8% Rayon, 3% Spandex
Fabric Description: Denim
Inseam: 30 In, 32 In, 34 In","""Mega"" , ""Blue Strike"" , ""Zander"" "
J. Ferrar Ultra Comfort Super Slim Fit Suit Jacket,$149.99,"Sometimes, you have to bend the rules. That’s why you’ll love the stretch technology woven into these suited essentials. As you move throughout your day, the stretch fabric and lining of the jacket help you maneuver effortlessly from meeting to meeting. The trousers feature an Adjustek™ stretch waistband that can expand up to 2"", so even in the most high-pressure settings, you’ll stay relaxed and comfortable.
 Front Style: Single Breasted
Features: Stretch Fabric, Lined, Interior Pockets
Closure Type: Button
Fit: Super Slim Fit
Pockets: 1 Chest Slip Pocket, 2 Inside Slip Pockets, 2 Front Slip Pockets
Sleeve Length: Long Sleeve
Sleeve Style: Fitted Sleeve","""Medium Gray"" "
Dockers® Big & Tall Classic Fit Signature Khaki Lux Cotton Stretch Pleated Pants,$62,"We call them signature for a reason. Our signature khakis are the pants you know us for, with no wrinkle® technology, added stretch, and a shirt gripper so you look and feel good at all times. This pair has pleats that can read classic or contemporary depending on your style.
Front Style: Pleated Front
Features: Fly Front, Stretch Fabric, Comfort Waistband
Closure Type: Button & Zipper
Fit: Classic Fit
Pockets: 2 Back Button Pockets, 2 Side Slip Pockets
Rise: At Waist
Fiber Content: 98% Cotton, 2% Elastane
Fabric Description: Woven
Lining: Unlined
Inseam: 29 In, 38 In, 34 In, 32 In, 36 In, 30 In
Leg Style: Straight Leg","""Cloud"" , ""Dockers Navy"" , ""Timberwolf"" , ""Dark Pebble"" , ""Black"" , ""Burma Grey"" "
Hanes Ultimate 12 Pair Low Cut Socks Mens,$19.50,"COMFORT THAT'S MADE TO LAST Experience the ultimate in comfort with these soft and durable men's low cut socks from the Hanes Ultimate collection. A cushioned foot bottom delivers a comfortable fit, while the stretch fabrication allows you to move with ease. You'll appreciate the smooth comfort toe seam and moisture-wicking and odor-control technologies that keep you feeling fresh and cool throughout the day. Hitting right at the ankle, these men's socks are available in a convenient 12-pack - so you'll always have a pair ready to go.
# Pieces In Set: 12 Pair
Features: Cuffed, Reinforced Heel Support, Cushioned, Stretch Fabric, Moisture Wicking, Multi-Pack, Reinforced Toe & Heel
Shoe Size Range: 6-12
Fiber Content: 48% Polyester, 42% Cotton, 8% Rayon, 1% Spandex, 1% Nylon","""Black"" , ""White"" "
New!Ely Cattleman Stripe Big and Tall Mens Short Sleeve Western Shirt,$42,"A new plaid is the perfect shirt for your next outing. Always in style and always looking good!
Closure Type: Snap
Fit: Classic Fit
Neckline: Collar Neck
Pockets: 2 Chest Snap Pockets
Sleeve Length: Short Sleeve
Sleeve Style: Cuffed Sleeve
Fiber Content: 65% Polyester, 35% Cotton
Fabric Description: Woven
Collar: Point Collar
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Chambray"" , ""Black"" , ""Navy"" , ""Rust"" "
Hanes Ultimate Comfort Flex Fit Total Support Pouch Mens 4 Pack Boxer Briefs,$42,"Hanes® total support pouch™ boxer briefs have an innovative breathable mesh liner that separates and supports for the ultimate in all-day comfort. Comfort flex fit® stretchable fabric moves with you and is made with ultra soft, smooth and sustainable tenceltm lyocell fibers.
# Pieces In Set: 4-Pack
Features: Odor Resistant, Breathable, Moisture Wicking, Multi-Pack, Support Pouch
Fiber Content: 76% Polyester, 19% Rayon, 5% Spandex
Fabric Description: Knit
Care: Tumble Dry, Machine Wash
Material: Polyester
Country of Origin: Imported","""Red Blue Black"" , ""Black Gray"" "
Mens Short Sleeve Toy Story Graphic T-Shirt,$15.99,"Character: Toy Story
Closure Type: Pullover Head
Fit: Regular Fit
Neckline: Crew Neck
Sleeve Length: Short Sleeve
Fiber Content: 50% Cotton, 50% Polyester
Fabric Description: Jersey
Care: Tumble Dry, Machine Wash
Country of Origin: Imported","""Red"" "
J. Ferrar Jf 360 Stretch Mens Regular Fit Wrinkle Free Long Sleeve Dress Shirt,$39.99,"Compliment a tailored look with this men's geometric-print button-down dress shirt from the J. Ferrar 360 Performance collection. Cut in a regular-fit, it's made from a comfortable woven stretch fabric that's wrinkle-free for easy care, plus it has a point collar and long cuffed sleeves. Wear it with tailored pants and loafers.
Features: Wrinkle Resistant, Wrinkle Free
Closure Type: Button
Fit: Regular Fit
Neckline: Collar Neck
Sleeve Length: Long Sleeve
Sleeve Style: Cuffed Sleeve
Apparel Length: 31 Inches - Back
Fiber Content: 90% Polyester, 10% Spandex
Fabric Description: Plain Weave
Collar: Point Collar","""Grey Pixel"" , ""Teal Pixel Geo"" , ""Pink Floral"" , ""Grey Shadow"" , ""Blue Link"" , ""Navy Floral"" "
